Campaign,Ad Group,Keyword,Criterion Type,Max CPC,Status
TQ | Pesquisa | Projetos de Engenharia,Produtos Eletrônicos e Hardware,desenvolvimento de produtos eletrônicos,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,apontamento de produção automático,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,sistema de apontamento de produção,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,sistema de apontamento de produção,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,sistema de oee,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,sistema de oee,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,monitoramento de oee,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,monitoramento de oee,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,indicador de oee industrial,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,indicador de oee industrial,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,monitoramento de parada de máquina,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,monitoramento de parada de máquina,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,conectar máquina antiga à rede,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,conectar máquina antiga à rede,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,integração de máquinas com sistema,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,integração de máquinas com sistema,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,digitalização do chão de fábrica,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Coleta de Dados e Produção,digitalização do chão de fábrica,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,manutenção preditiva industrial,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,manutenção preditiva industrial,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,sistema de manutenção preditiva,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,sistema de manutenção preditiva,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,manutenção preditiva com iot,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,manutenção preditiva com iot,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,manutenção industrial com sensores,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,manutenção industrial com sensores,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,monitoramento de manutenção industrial,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,monitoramento de manutenção industrial,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,sensor de vibração para manutenção preditiva,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,sensor de vibração para manutenção preditiva,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,monitoramento de vibração de motores,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Manutenção Preditiva,monitoramento de vibração de motores,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,retrofit de máquinas,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,retrofit de máquinas,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,retrofit de máquinas industriais,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,retrofit de máquinas industriais,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,retrofit de equipamento industrial,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,retrofit de equipamento industrial,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,retrofit industrial,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,retrofit industrial,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,empresa de retrofit de máquinas,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,empresa de retrofit de máquinas,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,modernização de máquinas industriais,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,modernização de máquinas industriais,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,modernização de equipamentos industriais,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,modernização de equipamentos industriais,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,modernização de linha de produção,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,modernização de linha de produção,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,automatizar máquina antiga,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,automatizar máquina antiga,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,atualizar máquina antiga,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,atualizar máquina antiga,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,troca de comando de máquina,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,troca de comando de máquina,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,eletrônica nova para máquina antiga,Phrase,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Retrofit e Modernização de Máquinas,eletrônica nova para máquina antiga,Exact,5.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,aplicativo para controlar equipamento,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,aplicativo para controlar equipamento,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,aplicativo para monitorar equipamento,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,aplicativo para monitorar equipamento,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,desenvolvimento de aplicativo para equipamento,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,desenvolvimento de aplicativo para equipamento,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,aplicativo conectado a equipamento,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,aplicativo conectado a equipamento,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,app para equipamento industrial,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,app para equipamento industrial,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,aplicativo bluetooth para equipamento,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,aplicativo bluetooth para equipamento,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,dashboard industrial,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,dashboard industrial,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,dashboard de monitoramento industrial,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,dashboard de monitoramento industrial,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,desenvolvimento de dashboard industrial,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,desenvolvimento de dashboard industrial,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,software de monitoramento de equipamentos,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,software de monitoramento de equipamentos,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,sistema de monitoramento de equipamentos,Phrase,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Aplicativos e Dashboards,sistema de monitoramento de equipamentos,Exact,4.50,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,telemetria de máquinas agrícolas,Phrase,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,telemetria de máquinas agrícolas,Exact,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,telemetria agrícola,Phrase,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,telemetria agrícola,Exact,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,monitoramento de máquinas agrícolas,Phrase,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,monitoramento de máquinas agrícolas,Exact,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,automação de implementos agrícolas,Phrase,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,automação de implementos agrícolas,Exact,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,eletrônica embarcada agrícola,Phrase,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,eletrônica embarcada agrícola,Exact,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,monitoramento de usina fotovoltaica,Phrase,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,monitoramento de usina fotovoltaica,Exact,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,telemetria de usina solar,Phrase,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,telemetria de usina solar,Exact,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,automação para usina fotovoltaica,Phrase,5.00,Enabled
TQ | Pesquisa | Indústria Conectada,Telemetria Agrícola e Solar,automação para usina fotovoltaica,Exact,5.00,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,empresa de automação industrial,Phrase,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,empresa de automação industrial,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,automação industrial sob medida,Phrase,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,automação industrial sob medida,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,automação industrial personalizada,Phrase,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,automação industrial personalizada,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,projeto de automação industrial,Phrase,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,projeto de automação industrial,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,serviços de automação industrial,Phrase,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,serviços de automação industrial,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,integrador de automação industrial,Phrase,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,integrador de automação industrial,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,empresa de automação industrial em ribeirão preto,Phrase,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,empresa de automação industrial em ribeirão preto,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,automação de máquinas,Phrase,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,automação de máquinas,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,automação de processos industriais,Phrase,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,automação de processos industriais,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,automação de equipamentos,Phrase,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,automação de equipamentos,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,sistema de controle de máquinas,Phrase,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,sistema de controle de máquinas,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,sistema de controle eletrônico,Phrase,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,sistema de controle eletrônico,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,controle de motores e bombas,Phrase,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,controle de motores e bombas,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Automação Industrial,automação industrial,Exact,3.50,Enabled
TQ | Pesquisa | Termos Amplos,Indústria 4.0,soluções indústria 4.0,Phrase,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Indústria 4.0,soluções indústria 4.0,Exact,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Indústria 4.0,indústria 4.0 para empresas,Phrase,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Indústria 4.0,indústria 4.0 para empresas,Exact,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Indústria 4.0,projeto indústria 4.0,Phrase,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Indústria 4.0,projeto indústria 4.0,Exact,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Indústria 4.0,empresa de indústria 4.0,Phrase,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Indústria 4.0,empresa de indústria 4.0,Exact,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Indústria 4.0,digitalização da indústria,Phrase,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Indústria 4.0,digitalização da indústria,Exact,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Indústria 4.0,transformação digital industrial,Phrase,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Indústria 4.0,transformação digital industrial,Exact,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Indústria 4.0,indústria 4.0,Exact,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Descoberta Ampla,desenvolvimento de produtos eletrônicos,Broad,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Descoberta Ampla,desenvolvimento de firmware,Broad,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Descoberta Ampla,empresa de engenharia eletrônica,Broad,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Descoberta Ampla,monitoramento remoto de equipamentos,Broad,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Descoberta Ampla,coleta de dados de máquinas,Broad,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Descoberta Ampla,retrofit de máquinas industriais,Broad,3.00,Enabled
TQ | Pesquisa | Termos Amplos,Descoberta Ampla,telemetria industrial,Broad,3.00,Enabled
